Gene	Cancer	Corr	Pvalue	FDR	Significance	Pathway	Genes	GeneOrder	GeneOrder2
SMAD4	KIRC	-0.082088007	0.04681703	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	KIRC	-0.066315172	0.108486793	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	KIRC	-0.157172261	0.000133933	0.178532774	NA	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	KIRP	-0.086508323	0.123645115	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	KIRP	0.336130568	7.73E-10	1.03E-06	2	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	KIRP	-0.119097068	0.033805762	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	KIRP	-0.196800328	0.000415218	0.553485489	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	KIRP	-0.230565653	3.47E-05	0.046228946	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	LAML	0.159223756	0.036493852	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	LAML	-0.100767913	0.18712007	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	LAML	0.32610056	1.34E-05	0.017813854	2	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	LAML	0.006359772	0.933758885	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	LAML	-0.25239998	0.000836327	1	NA	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	LGG	0.087857178	0.211271887	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	LGG	-0.324502619	2.50E-06	0.003327158	2	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	LGG	0.181870225	0.009310205	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	LGG	-0.100399319	0.15295346	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	LGG	-0.401108198	3.80E-09	5.07E-06	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	LIHC	0.140898046	0.003796291	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	LIHC	0.148760166	0.002232081	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	LIHC	0.01742651	0.721337936	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	LIHC	-0.075923302	0.119814044	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	LIHC	-0.382691692	2.01E-16	2.67E-13	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	LUAD	-0.083701949	0.045964901	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	LUAD	-0.038656964	0.357348772	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	LUAD	-0.239168896	8.50E-09	1.13E-05	2	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	LUAD	-0.202796874	1.07E-06	0.001431474	2	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	LUAD	-0.689988223	0	0	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	LUSC	0.099168522	0.021540687	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	LUSC	0.112897564	0.008861636	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	LUSC	-0.017439851	0.686781131	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	LUSC	-0.239123927	2.02E-08	2.70E-05	2	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	LUSC	-0.707925581	0	0	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	OV	-0.051364864	0.370350941	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	OV	-0.052628846	0.358679936	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	OV	0.130359137	0.022562564	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	OV	-0.014275079	0.80348191	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	OV	-0.328733495	4.74E-09	6.32E-06	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	PAAD	-0.350218542	6.05E-06	0.008068025	2	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	PAAD	0.115714861	0.143694176	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	PAAD	-0.433088912	1.36E-08	1.81E-05	2	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	PAAD	-0.355075339	4.42E-06	0.005889324	2	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	PAAD	-0.325382448	2.81E-05	0.037400715	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	PCPG	0.16202237	0.027145893	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	PCPG	0.26377017	0.00028822	0.384196846	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	PCPG	0.422196943	2.78E-09	3.71E-06	2	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	PCPG	0.155080214	0.034643522	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	PCPG	-0.398510879	2.36E-08	3.14E-05	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	PRAD	-0.064625417	0.131860131	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	PRAD	-0.50987862	0	0	2	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	PRAD	-0.099795253	0.019828191	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	PRAD	-0.257999502	1.13E-09	1.50E-06	2	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	PRAD	-0.529517326	0	0	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	SARC	0.124021179	0.045783476	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	SARC	0.128427047	0.038506399	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	SARC	0.288975827	2.39E-06	0.003181179	2	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	SARC	-0.206849441	0.000810459	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	SARC	-0.258444879	2.61E-05	0.034837979	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	SKCM	0.12848071	0.005134305	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	SKCM	-0.003821974	0.933928827	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	SKCM	0.289296442	1.43E-10	1.90E-07	2	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	SKCM	0.146935826	0.001352513	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	SKCM	-0.265517975	5.16E-09	6.87E-06	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	STAD	-0.084296459	0.0787068	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	STAD	-0.138933382	0.003677244	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	STAD	-0.146433398	0.002193753	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	STAD	-0.275144658	5.98E-09	7.97E-06	2	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	STAD	-0.530792981	0	0	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	TGCT	-0.036824466	0.648833225	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	TGCT	-0.439715124	1.49E-08	1.98E-05	2	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	TGCT	-0.211195256	0.008445353	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	TGCT	-0.062775934	0.437334442	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	TGCT	-0.657671361	0	0	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	THCA	0.094895772	0.023868443	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	THCA	-0.098156996	0.019430663	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	THCA	0.00124168	0.976464742	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	THCA	0.216786322	2.00E-07	0.00026627	2	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	THCA	-0.144339799	0.000572711	0.763423885	NA	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	THYM	0.21732464	0.016347839	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	THYM	-0.53193356	2.88E-10	3.84E-07	2	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	THYM	-0.216564614	0.0167339	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	THYM	-0.554664085	0	0	2	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	THYM	-0.562132172	0	0	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	UCEC	0.00523383	0.941617375	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	UCEC	-0.386651764	2.41E-08	3.21E-05	2	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	UCEC	-0.269769861	0.000128278	0.170994159	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	UCEC	-0.12844487	0.071350147	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	UCEC	-0.41963316	1.09E-09	1.45E-06	2	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	UCS	-0.063844957	0.636198989	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	UCS	0.192701582	0.150657154	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	UCS	0.091975629	0.495173254	1	NA	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	UCS	-0.125810215	0.35009025	1	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	UCS	-0.475434275	0.000220732	0.294235235	NA	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
SMAD2	UVM	0.182676981	0.104775207	1	NA	TGFBeta	SMAD2	32.SMAD2	38.SMAD2
SMAD3	UVM	-0.158110642	0.161003639	1	NA	TGFBeta	SMAD3	33.SMAD3	39.SMAD3
SMAD4	UVM	0.476980778	9.98E-06	0.013309084	2	TGFBeta	SMAD4	34.SMAD4	4.SMAD4
TGFBR1	UVM	0.376300985	0.000633435	0.844369325	NA	TGFBeta	TGFBR1	35.TGFBR1	40.TGFBR1
TGFBR2	UVM	-0.132887951	0.239425803	1	NA	TGFBeta	TGFBR2	36.TGFBR2	41.TGFBR2
ATM	ACC	-0.055627916	0.627899128	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	ACC	-0.103630547	0.365818913	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	ACC	0.267567875	0.018123962	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	ACC	0.038910457	0.734690396	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	BLCA	-0.195104747	5.53E-05	0.073688634	NA	TP53	ATM	37.ATM	42.ATM
MDM2	BLCA	-0.03475783	0.475712953	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	BLCA	-0.018851911	0.698927081	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	BLCA	0.023566753	0.628861858	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	BRCA	-0.26039861	7.26E-20	9.68E-17	2	TP53	ATM	37.ATM	42.ATM
MDM2	BRCA	0.029509288	0.309506384	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	BRCA	0.048972822	0.091564872	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	BRCA	0.042828846	0.140126288	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	CESC	0.024305265	0.671767542	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	CESC	-0.041501785	0.469265245	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	CESC	0.128166629	0.025015379	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	CESC	0.103943661	0.069426786	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	CHOL	-0.081422925	0.593817821	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	CHOL	-0.251383399	0.095820454	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	CHOL	0.495388669	0.000632491	0.843110461	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	CHOL	0.428194993	0.003609637	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	CRC	-0.117158684	0.016731246	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	CRC	-0.026520171	0.589033948	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	CRC	0.182448546	0.00017967	0.239499903	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	CRC	0.221140938	5.44E-06	0.007245641	2	TP53	TP53	40.TP53	6.TP53
ATM	DLBC	-0.011181068	0.939931456	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	DLBC	0.066543639	0.652235262	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	DLBC	0.086734694	0.556631302	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	DLBC	0.240230135	0.100047306	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	ESCA	-0.06779238	0.348880977	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	ESCA	0.032662184	0.651762072	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	ESCA	-0.046548662	0.520007753	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	ESCA	0.114216655	0.113685726	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	GBM	-0.009721234	0.898601141	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	GBM	0.011247473	0.882786109	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	GBM	0.277446397	0.000221932	0.295835461	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	GBM	0.439927105	1.84E-09	2.45E-06	2	TP53	TP53	40.TP53	6.TP53
ATM	HNSC	0.025773747	0.542638583	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	HNSC	0.184227345	1.15E-05	0.015285586	2	TP53	MDM2	38.MDM2	43.MDM2
MDM4	HNSC	0.291408181	2.55E-12	3.40E-09	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	HNSC	0.182726644	1.40E-05	0.018674178	2	TP53	TP53	40.TP53	6.TP53
ATM	KICH	-0.002723868	0.979809983	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	KICH	0.15411985	0.149071486	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	KICH	-0.211780729	0.04650235	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	KICH	-0.213210759	0.045017841	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	KIRC	0.340661454	2.12E-17	2.82E-14	2	TP53	ATM	37.ATM	42.ATM
MDM2	KIRC	0.216815332	1.21E-07	0.000161679	2	TP53	MDM2	38.MDM2	43.MDM2
MDM4	KIRC	0.268638404	4.40E-11	5.87E-08	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	KIRC	0.201162104	9.43E-07	0.001257208	2	TP53	TP53	40.TP53	6.TP53
ATM	KIRP	0.227739654	4.34E-05	0.057868574	NA	TP53	ATM	37.ATM	42.ATM
MDM2	KIRP	0.149921476	0.007451352	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	KIRP	0.240874041	1.49E-05	0.019907032	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	KIRP	0.335523953	1.06E-09	1.41E-06	2	TP53	TP53	40.TP53	6.TP53
ATM	LAML	-0.035001924	0.64722942	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	LAML	-0.17384845	0.022275401	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	LAML	0.256168562	0.000694673	0.925999101	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	LAML	0.310319333	3.56E-05	0.047393939	2	TP53	TP53	40.TP53	6.TP53
ATM	LGG	0.223101116	0.001371856	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	LGG	0.567070697	0	0	2	TP53	MDM2	38.MDM2	43.MDM2
MDM4	LGG	0.107679678	0.125279909	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	LGG	0.467058682	1.07E-12	1.43E-09	2	TP53	TP53	40.TP53	6.TP53
ATM	LIHC	-0.085896654	0.078333928	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	LIHC	-0.132448132	0.006532107	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	LIHC	0.25733391	9.53E-08	0.000127039	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	LIHC	-0.058592158	0.230165673	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	LUAD	-0.06884495	0.100892152	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	LUAD	-0.138602571	0.000925893	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	LUAD	0.073151628	0.081259006	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	LUAD	0.070572325	0.092606073	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	LUSC	-0.164793775	0.000127549	0.170022249	NA	TP53	ATM	37.ATM	42.ATM
MDM2	LUSC	0.040761153	0.345690306	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	LUSC	0.203609324	2.07E-06	0.002754193	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	LUSC	0.156238676	0.000283077	0.377342213	NA	TP53	TP53	40.TP53	6.TP53
ATM	OV	0.021023436	0.713992658	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	OV	0.048797118	0.394983651	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	OV	0.1085079	0.057998362	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	OV	-0.01838658	0.748570861	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	PAAD	-0.243846331	0.001875897	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	PAAD	0.063123994	0.425917025	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	PAAD	0.08713343	0.271734726	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	PAAD	0.150639917	0.05646726	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	PCPG	0.265942776	0.000255799	0.340980182	NA	TP53	ATM	37.ATM	42.ATM
MDM2	PCPG	0.002307811	0.975046054	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	PCPG	0.09274788	0.207791658	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	PCPG	-0.217779933	0.002880376	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	PRAD	0.007218618	0.866433806	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	PRAD	-0.025199113	0.557073979	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	PRAD	0.281299408	2.78E-11	3.71E-08	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	PRAD	0.250210608	3.18E-09	4.23E-06	2	TP53	TP53	40.TP53	6.TP53
ATM	SARC	0.057209768	0.357969143	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	SARC	-0.080786143	0.194121013	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	SARC	0.204392873	0.000937096	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	SARC	-0.0590935	0.342341414	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	SKCM	0.116308439	0.011395246	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	SKCM	-0.073982731	0.108044457	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	SKCM	0.30640264	1.24E-11	1.65E-08	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	SKCM	-0.044139259	0.337989727	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	STAD	-0.144394679	0.002530432	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	STAD	0.11628073	0.015169557	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	STAD	0.067438326	0.159809718	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	STAD	0.249536298	1.30E-07	0.000172903	2	TP53	TP53	40.TP53	6.TP53
ATM	TGCT	-0.190116488	0.017815815	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	TGCT	0.59913957	0	0	2	TP53	MDM2	38.MDM2	43.MDM2
MDM4	TGCT	0.075840289	0.347900666	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	TGCT	-0.049956495	0.536628679	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	THCA	0.146717901	0.000456802	0.608917719	NA	TP53	ATM	37.ATM	42.ATM
MDM2	THCA	0.094527906	0.024420251	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	THCA	0.039828423	0.343808159	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	THCA	0.290773701	1.64E-12	2.19E-09	2	TP53	TP53	40.TP53	6.TP53
ATM	THYM	-0.325340938	0.000275047	0.366637282	NA	TP53	ATM	37.ATM	42.ATM
MDM2	THYM	-0.243092846	0.007100318	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	THYM	0.669150522	0	0	2	TP53	MDM4	39.MDM4	5.MDM4
TP53	THYM	0.75118052	0	0	2	TP53	TP53	40.TP53	6.TP53
ATM	UCEC	-0.21838542	0.002037808	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	UCEC	0.058924835	0.409265546	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	UCEC	-0.117040363	0.100538128	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	UCEC	0.280127758	6.85E-05	0.091316589	NA	TP53	TP53	40.TP53	6.TP53
ATM	UCS	0.062937516	0.641012732	1	NA	TP53	ATM	37.ATM	42.ATM
MDM2	UCS	-0.070845216	0.599581015	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	UCS	0.34800363	0.00828448	1	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	UCS	-0.057428053	0.670551202	1	NA	TP53	TP53	40.TP53	6.TP53
ATM	UVM	0.538255977	4.15E-07	0.000553208	2	TP53	ATM	37.ATM	42.ATM
MDM2	UVM	0.263220816	0.018570202	1	NA	TP53	MDM2	38.MDM2	43.MDM2
MDM4	UVM	0.434927332	6.56E-05	0.087429515	NA	TP53	MDM4	39.MDM4	5.MDM4
TP53	UVM	-0.155321144	0.168592391	1	NA	TP53	TP53	40.TP53	6.TP53
APC	ACC	-0.154187585	0.17736104	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	ACC	0.172650135	0.130478589	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	ACC	-0.022673529	0.843519688	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	BLCA	-0.084098489	0.084061392	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	BLCA	-0.075144457	0.122805927	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	BLCA	0.021193041	0.663701677	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	BRCA	-0.148690727	2.63E-07	0.000350525	2	Wnt	APC	42.APC	8.APC
CTNNB1	BRCA	-0.239340806	6.14E-17	8.18E-14	2	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	BRCA	-0.292735886	6.63E-25	8.84E-22	2	Wnt	TCF7	41.TCF7	7.TCF7
APC	CESC	0.083357677	0.145676399	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	CESC	0.009791252	0.864478038	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	CESC	-0.196201353	0.00056975	0.759477368	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	CHOL	-0.156916996	0.302219409	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	CHOL	-0.392885375	0.007975501	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	CHOL	-0.092358366	0.545038936	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	CRC	-0.406777604	4.76E-18	6.35E-15	2	Wnt	APC	42.APC	8.APC
CTNNB1	CRC	0.050055704	0.307717044	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	CRC	0.249941416	2.56E-07	0.000340877	2	Wnt	TCF7	41.TCF7	7.TCF7
APC	DLBC	0.154038211	0.294871025	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	DLBC	-0.12299175	0.403754203	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	DLBC	-0.443877551	0.001742506	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	ESCA	-0.185947599	0.009708432	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	ESCA	0.090630175	0.209834572	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	ESCA	0.076418193	0.290559862	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	GBM	-0.14260201	0.060558055	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	GBM	-0.141082605	0.063374066	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	GBM	0.049045816	0.520063283	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	HNSC	-0.072591909	0.086112364	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	HNSC	-0.146124737	0.000529273	0.705520801	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	HNSC	-0.055392282	0.19050859	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	KICH	0.078907048	0.461610629	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	KICH	-0.065304733	0.542491801	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	KICH	0.19742935	0.063774026	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	KIRC	0.024299444	0.556720177	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	KIRC	-0.161350457	8.79E-05	0.117228872	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
TCF7	KIRC	0.055071819	0.182657369	1	NA	Wnt	TCF7	41.TCF7	7.TCF7
APC	KIRP	-0.002469438	0.964996278	1	NA	Wnt	APC	42.APC	8.APC
CTNNB1	KIRP	-0.150336812	0.007286745	1	NA	Wnt	CTNNB1	43.CTNNB1	9.CTNNB1
